序号,登记号,试验状态,药物名称,适应症,试验题目,申办者,机构名称,所在城市,所在省份,主要研究者
1377,CTR20150371,已完成,盐酸二甲双胍缓释片,适用于单用饮食和运动治疗不能获良好控制的2型糖尿病患者。,盐酸二甲双胍缓释片人体生物等效性试验,悦康药业集团有限公司,航天中心医院,北京,北京,刘会臣
1380,CTR20150348,进行中,瑞舒伐他汀钙分散片,本品适用于经饮食控制和其它非药物治疗（如：运动治疗、减轻体重）仍不能适当控制血脂异常的原发性高胆固醇血症（IIa型，包括杂合子家族性高胆固醇血症）或混合型血脂异常症（IIb型）。,瑞舒伐他汀钙分散片生物等效性试验,鲁南贝特制药有限公司,华中科技大学同济医学院附属同济医院,武汉市,湖北省,任秀华，刘东
1379,CTR20150362,已完成,盐酸贝那普利片,用于治疗高血压；充血性心力衰竭，以及作为对洋地黄和/或利尿剂反应不佳的充血性心力衰竭病人（NYHA分级Ⅱ-Ⅳ）的辅助治疗。,盐酸贝那普利片的生物等效性研究,重庆药友制药有限责任公司,中南大学湘雅三医院国家药物临床试验机构—Ⅰ期临床研究室,长沙,湖南,程泽能
1381,CTR20150329,主动暂停,盐酸氨溴索片,适用于痰液粘稠不易咳出者,盐酸氨溴索片与沐舒坦片人体生物等效性试验,江苏恒瑞医药股份有限公司,南京鼓楼医院,南京,江苏,肖大伟
1385,CTR20150318,已完成,甲磺酸伊马替尼胶囊,用于治疗慢性髓性白血病(CML)急变期、加速期或α-干扰素治疗失败后的慢性期患者;用于治疗不能切除和/或发生转移的恶性胃肠道间质肿瘤(GIST)的成人患者,甲磺酸伊马替尼胶囊生物等效性试验,江苏万高药业股份有限公司,山东大学第二医院,济南,山东,王海生
1382,CTR20150328,进行中,盐酸氨溴索片,适用于痰液粘稠不易咳出者,盐酸氨溴索片与沐舒坦片人体生物等效性试验,江苏恒瑞医药股份有限公司,南京鼓楼医院,南京,江苏,肖大伟
1384,CTR20150324,已完成,厄贝沙坦胶囊,治疗原发性高血压,厄贝沙坦胶囊人体生物等效性试验,哈药集团制药六厂,辽宁中医药大学附属医院国家药物临床试验机构 | 安徽万邦医药科技有限公司实验室,沈阳市 | 合肥市,辽宁省 | 安徽省,王文萍 | 陶春蕾
1383,CTR20150327,已完成,乌苯美司胶囊,增强免疫功能，用于抗癌化疗、放疗的辅助治疗，老年性免疫功能缺陷等,乌苯美司胶囊的临床研究,成都苑东生物制药股份有限公司,四川大学华西医院药物临床试验机构I期临床教研室,成都,四川,苗佳、向瑾
1386,CTR20150310,已完成,盐酸决奈达隆片,心房颤动 、心房扑动,盐酸决奈达隆片人体生物等效性试验,石药集团中奇制药技术(石家庄)有限公司,苏州大学附属第二医院,苏州,江苏,张全英
1387,CTR20150303,进行中,盐酸莫西沙星片,治疗患有上呼吸道和下呼吸道感染的成人（≧18岁），以及皮肤和软组织感染。,盐酸莫西沙星片人体生物等效性试验,江苏亚邦强生药业有限公司,皖南医学院弋矶山医院药物临床试验机构,芜湖,安徽,孙华
1388,CTR20150296,进行中,拉呋替丁胶囊,用于胃溃疡及十二指肠溃疡。,拉呋替丁胶囊人体生物利用度及生物等效性试验,悦康药业集团有限公司,华中科技大学同济医学院附属协和医院,武汉市,湖北省,黎维勇
1389,CTR20150295,进行中,拉呋替丁片,用于胃溃疡及十二指肠溃疡。,拉呋替丁片人体生物利用度及生物等效性试验,悦康药业集团有限公司,华中科技大学同济医学院附属协和医院,武汉市,湖北省,黎维勇
1390,CTR20150280,进行中,丁丙诺啡透皮贴片,中度至重度疼痛，尤其对于非阿片类药物不十分敏感但对阿片类药物敏感的中度与重度疼痛。,丁丙诺啡透皮贴片人体生物等效性试验,常州四药制药有限公司,中国人民解放军第四军医大学第一附属医院药物临床试验机构,西安,陕西,文爱东
1391,CTR20150277,已完成,盐酸度洛西汀肠溶片,用于治疗广泛性焦虑症,盐酸度洛西汀肠溶片人体生物等效性研究,江苏恩华药业股份有限公司,中国人民解放军第四军医大学第一附属医院 | 中国药科大学,西安 | 南京,陕西 | 江苏,文爱东 | 杭太俊
1393,CTR20150260,进行中,硫酸卡维地洛缓释胶囊,高血压、心力衰竭,硫酸卡维地洛缓释胶囊（9 mg）的人体生物等效性研究,江苏恒瑞医药股份有限公司,中南大学湘雅三医院,长沙,湖南,阳国平
1394,CTR20150244,进行中,阿戈美拉汀胶囊,用于治疗成人严重抑郁症发作。,阿戈美拉汀胶囊人体生物等效性试验,福建广生堂药业有限公司 | 南京海纳医药科技股份有限公司,成都军区总医院国家药物临床试验机构,成都,四川,雍小兰
1392,CTR20150261,进行中,硫酸卡维地洛缓释胶囊,高血压、心力衰竭,硫酸卡维地洛缓释胶囊（72 mg）的人体生物等效性研究,江苏恒瑞医药股份有限公司,中南大学湘雅三医院,长沙,湖南,阳国平
1395,CTR20150240,进行中,匹伐他汀钙片,降血脂,匹伐他汀钙片人体生物等效性试验,美吉斯制药（厦门）有限公司,广州市惠爱医院药物临床试验基地,广州,广东,温预关
1396,CTR20150239,进行中,盐酸洛哌丁胺口腔崩解片,腹泻,盐酸洛哌丁胺口崩片人体生物等效性试验,美吉斯制药（厦门）有限公司,广州市惠爱医院国家药物临床试验机构,广州,广东,尚德为
1398,CTR20150218,进行中,奥拉西坦胶囊,痴呆及脑外伤等引起的记忆与智能障碍,奥拉西坦胶囊生物等效性研究,福安药业集团庆余堂制药有限公司,中南大学湘雅医院国家药物临床试验机构— Ⅰ期临床研究室,长沙,湖南省,程泽能
1397,CTR20150238,进行中,雷奈酸锶颗粒,用于治疗绝经后骨质疏松，以降低椎骨和骶骨骨折的危险,雷奈酸锶颗粒人体生物等效性试验,美吉斯制药（厦门）有限公司,广州市惠爱医院国家药物临床试验机构,广州,广东,尚德为
1399,CTR20150208,已完成,硫酸氢氯吡格雷片,血小板聚集抑制剂,评价硫酸氢氯吡格雷片的安全性和有效性研究,天方药业有限公司,长春中医药大学附属医院国家药物临床试验机构 | 安徽万邦医药科技有限公司,长春市 | 合肥市,吉林省 | 安徽省,杨海淼 | 陶春蕾
1400,CTR20150207,进行中,达沙替尼片,本品用于治疗对甲磺酸伊马替尼耐药，或不耐受的费城染色体阳性（Ph+）慢性髓细胞白血病（CML）慢性期、加速期、和急变期（急粒变和急淋变）成年患者。,达沙替尼片人体生物等效性试验,南京圣和药业股份有限公司,辽宁中医药大学附属医院,沈阳市,辽宁省,王文萍
1401,CTR20150175,已完成,左炔诺孕酮片,用于女性紧急避孕，即在无防护措施或其它避孕方法偶然失误时使用。,左炔诺孕酮片人体生物等效性研究,美时化学制药股份有限公司 | LotusPharmaceuticalCo.,Ltd2美时化学制药股份有限公司/LotusPharmaceuticalCo.,Ltd3北京精诚泰和医药信息咨询有限公司/美时化学制药股份有限公司/LotusPharmaceuticalCo.,Ltd,南京市第一医院Ⅰ期临床试验研究室 | 中国药科大学,南京市 | 南京市,江苏省 | 江苏省,樊宏伟 | 张尊建
1402,CTR20150168,已完成,左乙拉西坦片,用于成人及4岁以上儿童癫痫患者部分性发作的添加治疗,左乙拉西坦片人体生物等效性试验,北大医药股份有限公司,航天中心医院,北京,北京,刘会臣
1403,CTR20150160,已完成,阿托伐他汀钙片,高胆固醇血症,阿托伐他汀钙片的人体生物等效性研究,江苏恒瑞医药股份有限公司,中南大学湘雅三医院,长沙,湖南,阳国平
1404,CTR20150144,主动暂停,重酒石酸卡巴拉汀胶囊,用于治疗轻、中度阿尔茨海默型痴呆的症状,重酒石酸卡巴拉汀胶囊人体生物等效性研究,江苏恩华药业股份有限公司,中国人民解放军第四军医大学第一附属医院 | 中国药科大学,西安 | 南京,陕西 | 江苏,文爱东 | 杭太俊
1405,CTR20150138,已完成,厄贝沙坦片,本品适用于治疗原发性高血压，合并高血压的2型糖尿病肾病的治疗。,厄贝沙坦片 单次空腹给药人体生物等效性试验,赛诺菲安万特(杭州）制药有限公司,上海中医药大学附属曙光医院,上海,上海,李珍
1406,CTR20150121,进行中,硫酸氢氯吡格雷片,预防和治疗因血小板高聚集状态引起的心、脑及其它动脉的循环障碍疾病。,硫酸氢氯吡格雷片人体生物等效性试验,河南普瑞制药有限公司,辽宁中医药大学附属医院国家药物临床试验机构 | 安徽万邦医药科技有限公司,沈阳 | 合肥,辽宁 | 安徽,王文萍 | 陶春蕾
1407,CTR20150112,已完成,恩替卡韦片,本品适用于病毒复制活跃，血清丙氨酸氨基转移酶(ALT)持续升高或肝脏组织学显示有活动性病变的慢性成人乙型肝炎的治疗。,恩替卡韦片的生物等效性研究,重庆药友制药有限责任公司,中南大学湘雅三医院国家药物临床试验机构—Ⅰ期临床研究室,长沙,湖南,程泽能
1409,CTR20150088,已完成,盐酸安非他酮缓释片,用于治疗抑郁症；用于辅助戒烟,盐酸安非他酮缓释片人体生物等效性研究,浙江京新药业股份有限公司,宁夏医科大学总医院药物临床试验机构,银川,宁夏,党宏万
1408,CTR20150090,已完成,注射用替莫唑胺,新诊断的多形性胶质母细胞瘤；复发或进展的多形性胶质母细胞瘤或间变性星形细胞瘤。,注射用替莫唑胺人体生物利用度和生物等效性研究,江苏奥赛康药业有限公司,首都医科大学附属北京世纪坛医院,北京,北京,王兴河、李文斌
1410,CTR20150087,已完成,硫酸氢氯吡格雷片,本品适用于有过近期发作的中风、心肌梗死和确诊外周动脉疾病的患者。,硫酸氢氯吡格雷片餐前人体生物等效性试验（正式试验）,上海美优制药有限公司,吉林大学第一医院I期药物临床试验病房,长春,吉林,丁艳华
1411,CTR20150084,已完成,硫酸氢氯吡格雷片,本品适用于有过近期发作的中风、心肌梗死和确诊外周动脉疾病的患者。,硫酸氢氯吡格雷片餐前人体生物等效性试验（预试验）,上海美优制药有限公司,吉林大学第一医院I期药物临床试验病房,长春,吉林,丁艳华
1414,CTR20150069,已完成,厄贝沙坦胶囊,治疗原发性高血压,厄贝沙坦胶囊人体生物等效性试验,哈药集团制药六厂,长春中医药大学附属医院 | 沈阳亿灵医药科技有限公司临床药理研究中心实验室,长春市 | 沈阳市,吉林省 | 辽宁省,杨海淼 | 刘洋
1412,CTR20150083,已完成,硫酸氢氯吡格雷片,本品适用于有过近期发作的中风、心肌梗死和确诊外周动脉疾病的患者。,硫酸氢氯吡格雷片餐后人体生物等效性试验（正式试验）,上海美优制药有限公司,吉林大学第一医院I期药物临床试验病房,长春,吉林,丁艳华
1413,CTR20150074,已完成,左乙拉西坦注射液,用于癫痫患者口服给药时不可行的辅助治疗。,左乙拉西坦注射液人体生物等效性试验,重庆圣华曦药业有限公司,中国人民解放军第三军医大学第二附属医院国家药物临床试验机构,重庆,重庆,汤建林
1415,CTR20150058,已完成,重组人胰岛素注射液,糖尿病,重组人胰岛素注射液在健康志愿者中的生物等效性试验,宜昌东阳光长江药业股份有限公司,华西医院,成都市,四川,余叶蓉，医学硕士
1416,CTR20150053,进行中,盐酸美金刚片,用于治疗中重度至重度阿尔茨海默型痴呆,盐酸美金刚片人体生物等效性试验,,广州市惠爱医院国家药物临床试验机构,广州,广东省,温预关
1418,CTR20150029,进行中,盐酸度洛西汀肠溶片,治疗抑郁症,盐酸度洛西汀肠溶片人体生物等效性试验,福建省力菲克药业有限公司,辽宁中医药大学附属医院国家药物临床试验机构,沈阳市,辽宁省,王文萍
1417,CTR20150031,已完成,左乙拉西坦片,用于成人及4岁以上儿童癫痫患者部分性发作的加用治疗,左乙拉西坦片生物等效性研究,杭州朱养心药业有限公司,中南大学湘雅三医院,长沙,湖南,程泽能
1419,CTR20150022,进行中,尼美舒利颗粒,本品为非甾体抗炎药，仅在至少一种其他非甾体抗炎药治疗失效的情况下使用。可用于慢性关节炎(如骨关节炎等)的疼痛、手术和急性创伤后的疼痛、原发性痛经的症状治疗。,尼美舒利颗粒人体生物等效性试验,海南中瑞康芝制药有限公司,中南大学湘雅二医院,长沙市,湖南省,彭文兴
1420,CTR20150019,已完成,左乙拉西坦注射液,用于癫痫患者口服给药时不可行的辅助治疗,左乙拉西坦注射液人体生物等效性临床试验,南京恒道医药科技有限公司 | 南京瑞天医药科技有限公司,中国江苏南京大学附属鼓楼医院,南京,江苏,肖大伟
1421,CTR20150006,进行中,拉米夫定片,与其它抗逆转录病毒药物联合使用，用于治疗人类免疫缺陷病毒(HIV)感染的成人和儿童。,拉米夫定片人体生物等效性试验,石家庄龙泽制药股份有限公司,长春中医药大学附属医院 | 安徽万邦医药科技有限公司,长春 | 合肥,吉林 | 安徽,杨海淼 | 陶春蕾
1422,CTR20150005,已完成,醋酸优力司特片,用于无防护性交或避孕失败后120小时(5天)内的紧急避孕。,醋酸优力司特片生物等效性试验,浙江仙琚制药股份有限公司 | 杭州容立医药科技有限公司,浙江大学医学院附属第二医院,杭州,浙江,江波
1424,CTR20140904,已完成,盐酸丙哌维林片,急迫性尿失禁、尿急、尿频等症状的膀胱过度活动症。,盐酸丙哌维林片人体生物等效性试验,扬州一洋制药有限公司,南京大学医学院附属鼓楼医院国家药物临床试验机构,南京,江苏,肖大伟
1423,CTR20140913,主动暂停,替莫唑胺胶囊,多形性胶质母细胞瘤或间变性星形细胞瘤男性患者,替莫唑胺胶囊人体生物利用度和生物等效性研究,北京双鹭药业股份有限公司,中国人民解放军军事医学科学院附属医院国家药物临床试验机构,北京,北京,刘泽源
1425,CTR20140898,进行中,盐酸乐卡地平片,适用于治疗轻、中度原发性高血压。,盐酸乐卡地平片生物等效性试验,福安药业集团庆余堂制药有限公司,辽宁中医药大学附属第二医院药物临床试验机构,沈阳市,辽宁省,姜春梅
1426,CTR20140897,已完成,左乙拉西坦片,用于成人及4岁以上儿童癫痫患者部分性发作的加用治疗。,左乙拉西坦片人体生物等效性试验,福安药业集团庆余堂制药有限公司,中南大学湘雅三医院国家药物临床试验机构——Ⅰ期临床研究室 | 湖南泰格湘雅药物研究有限公司,长沙市 | 长沙市,湖南省 | 湖南省,程泽能 | 郭歆
1428,CTR20140867,进行中,阿戈美拉汀片,治疗成人抑郁症,阿戈美拉汀片健康人体生物等效性试验,北京悦康凯悦制药有限公司,华中科技大学同济医学院附属协和医院新药临床试验机构,武汉,湖北,黎维勇
1427,CTR20140882,进行中,布洛芬颗粒,用于缓解轻至中度疼痛，如头痛、关节痛、偏头痛、牙痛、肌肉痛、神经痛、痛经等，也用于普通感冒或流行性感冒引起的发热。,布洛芬颗粒人体生物等效性试验,河北康芝制药有限公司,中南大学湘雅二医院,长沙市,湖南省,彭文兴
1429,CTR20140857,进行中,普瑞巴林胶囊,神经系统疾病,普瑞巴林胶囊人体生物等效性试验,福建省力菲克药业有限公司,长春中医药大学附属医院国家药物临床试验机构,长春市,吉林省,杨海淼
1430,CTR20140839,已完成,泮托拉唑钠肠溶胶囊,消化性溃疡、反流性食管炎和卓-艾氏综合征,泮托拉唑钠肠溶胶囊生物等效性研究,杭州中美华东制药有限公司,中南大学湘雅三医院,长沙市,湖南省,程泽能
1431,CTR20140835,进行中,派能达胶囊,血小板减少症（(气血亏虚证)）,派能达胶囊人体生物等效性研究,浙江省中医院（浙江中医药大学附属第一医院）,上海中医药大学附属岳阳中西医结合医院 | 天津中医药大学第一附属医院 | 上海市中医医院 | 辽宁中医药大学附属医院 | 新疆维吾尔自治区中医医院 | 中国人民解放军第二一〇医院 | 中医科学院西苑医院,上海 | 天津 | 上海 | 沈阳 | 乌鲁木齐 | 大连 | 北京,上海市 | 天津市 | 上海市 | 辽宁 | 新疆 | 辽宁 | 北京市,周永明 | 史哲新 | 王运津 | 刘欣 | 白玉盛 | 向阳 | 麻柔
1432,CTR20140833,进行中,盐酸美普他酚胶囊,中度疼痛的短期治疗,盐酸美普他酚胶囊生物等效性试验,多多药业有限公司,华中科技大学同济医学院附属协和医院新药临床试验机构,武汉,湖北,陈汇
1433,CTR20140822,已完成,双醋瑞因胶囊,用于治疗退行性关节疾病(骨关节炎及相关疾病),双醋瑞因胶囊人体生物等效性试验,苏州中化药品工业有限公司,苏州大学附属第二医院,苏州,江苏,张全英
1434,CTR20140815,已完成,磷酸奥司他韦胶囊,用于成人和1岁及1岁以上儿童的甲型和乙型流感治疗；用于成人和13岁及13岁以上青少年的甲型和乙型流感的预防。,磷酸奥司他韦胶囊人体生物等效性试验,广东东阳光药业有限公司,苏州大学附属第二医院,苏州,江苏,张全英
1436,CTR20140802,已完成,左乙拉西坦注射液,用于癫痫患者口服给药时不可行的辅助治疗。,左乙拉西坦注射液人体生物等效性试验,重庆圣华曦药业有限公司,中国人民解放军第三军医大学第二附属医院国家药物临床试验机构,重庆,重庆,汤建林
1437,CTR20140795,进行中,复方利血平氨苯蝶啶胶囊,用于治疗轻、中度高血压，对重度高血压需与其它降压药合用。,复方利血平氨苯蝶啶胶囊人体生物等效性试验,北京星昊现代医药有限公司,卫生北京医院,北京,北京,史爱欣
1435,CTR20140814,已完成,阿折地平片,本品适用于治疗高血压症，可单独使用，也可与其他抗高血压药物合用。,阿折地平片在健康人体吸收程度的比较研究,青岛黄海制药有限责任公司,山东大学齐鲁医院,济南,山东省,郭瑞臣
1439,CTR20140790,已完成,依非韦伦片,本品适用于与其他抗病毒药物联合治疗HIV-1感染的成人、青少年及儿童。,依非韦伦片人体生物等效性试验,东北制药集团公司沈阳第一制药厂,中国医科大学附属盛京医院I期临床试验中心,沈阳,辽宁,肇丽梅
1438,CTR20140791,已完成,达肝素钠注射液,静脉血栓,生物等效试验,河北常山生化药业股份有限公司,湖南泰格湘雅药物研究有限公司 | 中南大学湘雅三医院,长沙 | 长沙,湖南 | 湖南,程泽能 | 程泽能
1440,CTR20140786,已完成,石杉碱甲口腔崩解片,本品适用于良性记忆障碍，提高患者指向记忆、联想学习、图像回忆、无意义图形再认及人像回忆等能力。对痴呆患者和脑器质性病变引起的记忆障碍亦有改善作用。,石杉碱甲口腔崩解片人体生物等效性试验,浙江万邦药业有限公司,浙江大学医学院附属第二医院临床药理中心 | 万邦德制药集团股份有限公司,杭州 | 台州,浙江 | 浙江,楼洪刚、阮邹荣 | 陈安
1441,CTR20140778,进行中,拉米夫定胶囊,用于有乙型肝炎病毒复制的慢性乙型肝炎,拉米夫定胶囊人体生物等效性试验,东北制药总厂,中国医科大学附属盛京医院药物临床试验机构,沈阳,辽宁,肇丽梅
1442,CTR20140775,进行中,匹伐他汀钙片,适用于治疗高胆固醇血症、家族性高胆固醇血症,匹伐他汀钙片人体生物等效性试验,四川赛卓药业股份有限公司,长春中医药大学附属医院国家药物临床药物研究机构 | 安徽万邦医药科技有限公司,长春 | 合肥,吉林 | 安徽,杨海淼 | 陶春蕾
1443,CTR20140771,进行中,阿折地平片,高血压症,阿折地平片人体生物等效性试验,合肥信风科技开发有限公司,长春中医药大学附属医院 | 安徽万邦医药科技有限公司,长春 | 合肥,吉林 | 安徽,杨海淼 | 陶春蕾
1445,CTR20140766,已完成,重组人胰岛素注射液,1型或2型糖尿病,重组人胰岛素注射液 生物利用度和生物等效性临床研究,合肥天麦生物科技发展有限公司,四川大学华西医院,成都,四川,余叶蓉
1444,CTR20140769,进行中,非洛地平片,治疗轻、中度原发性高血压,非洛地平片的人体生物等效性研究,湖南方盛制药有限公司,中南大学湘雅三医院,长沙,湖南,阳国平
1446,CTR20140759,主动暂停,非洛地平缓释片,高血压、心绞痛,非洛地平缓释片健康人体生物等效性试验,南通精华制药股份有限公司,中国人民解放军第四军医大学第一附属医院药物临床试验机构,西安市,陕西省,文爱东
1447,CTR20140743,已完成,重组人白介素-11注射液,用于实体瘤、非髓性白血病化疗后Ⅲ、Ⅳ度血小板减少症的治疗,重组人白介素-11注射液生物等效性研究,厦门特宝生物工程股份有限公司,解放军第302医院新药临床试验中心,北京市,北京市,魏振满
1448,CTR20140732,已完成,坎地沙坦酯片,高血压,坎地沙坦酯片健康人体生物等效性试验,迪沙药业集团有限公司,天津中医药大学第二附属医院,天津,天津,黄宇虹
1449,CTR20140727,主动暂停,盐酸沙格雷酯片,改善慢性动脉闭塞症引起的溃疡、疼痛以及冷感等缺血性诸症状。,盐酸沙格雷酯片生物等效性试验,天津红日药业股份有限公司,吉林大学第一医院药物临床试验机构,长春,吉林,丁艳华
1450,CTR20140726,进行中,盐酸沙格雷酯片,改善慢性动脉闭塞症引起的溃疡、疼痛以及冷感等缺血性诸症状。,盐酸沙格雷酯片生物等效性试验,天津红日药业股份有限公司,吉林大学第一医院I期药物临床试验病房,长春,吉林,丁艳华
1451,CTR20140723,已完成,盐酸舍曲林片,用于治疗抑郁症和强迫症,盐酸舍曲林片人体生物等效性试验,浙江华海药业股份有限公司,中国医学科学院皮肤病医院 | 南京科利泰医药科技有限公司,南京市 | 南京市,江苏省 | 江苏省,马鹏程 | 丁黎
1452,CTR20140714,进行中,瑞舒伐他汀钙片,主要用于：高胆固醇血症、高甘油三酯血症、高脂蛋白血症患者的附加剂治疗。,瑞舒伐他汀钙片人体生物等效性试验,常州制药厂有限公司,苏州大学附属第二医院,苏州,江苏,张全英
1453,CTR20140705,已完成,尼古丁咀嚼胶,缓解戒烟时出现的尼古丁戒断引起的不适症状,尼古丁咀嚼胶相比力克雷咀嚼胶人体吸收和利用的评估。,NovartisConsumerHealthSchweizAG | FertinPharmaA | S | 北京诺华制药有限公司,中国医学科学院北京协和医院,北京,北京,胡蓓
1454,CTR20140702,已完成,双氯芬酸钠肠溶胶囊,急性关节炎症和痛风发作、慢性关节炎症、类风湿性关节炎，强直性脊柱关节炎和脊柱的其他炎性风湿性疾病、与关节和脊柱的退行性疾病有关的疼痛、软组织风湿病、创伤或手术后的肿痛或炎症，治疗痛经和由整形、牙科手术或其他外科小手术引起的术后痛和炎症。,双氯芬酸钠肠溶胶囊人体生物等效性试验,先锋医药股份有限公司 | ActavisDeutschlandGmbH&Co.KG | TemmlerWerkeGmbH先锋医药股份有限公司,航天中心医院国家药物临床试验机构,北京,北京,刘会臣
1455,CTR20140699,进行中,盐酸头孢替安酯片,淋巴管炎，淋巴结炎，乳腺炎，肛周脓肿，咽喉炎，扁桃体炎，急性支气管炎，肺炎，膀胱炎，肾盂肾炎，尿道炎，泪囊炎，麦粒肿，睑板腺炎，角膜炎，中耳炎，副鼻窦炎和皮肤感染等。,盐酸头孢替安酯片人体生物等效性试验,成都倍特药业有限公司,广东省人民医院国家临床试验机构,广州,广东,余细勇
1456,CTR20140692,已完成,利奈唑胺片,万古霉素耐药的屎肠球菌引起的感染；院内获得性肺炎；复杂性皮肤和皮肤软组织感染；非复杂性皮肤和皮肤软组织感染；社区获得性肺炎。,利奈唑胺片人体生物等效性试验,江苏豪森药业集团有限公司,华中科技大学同济医学院附属同济医院,武汉,湖北,郑恒
1457,CTR20140652,进行中,恩替卡韦胶囊,适用于病毒复制活跃，血清丙氨酸氨基转移酶（ALT）持续升高或肝脏组织学显示有活动病变的慢性成人乙型肝炎的治疗。,恩替卡韦胶囊的人体生物等效性研究,浙江众益制药股份有限公司,中南大学药学院（  生物样品分析测试及 数据分析统计单位） | 中南大学湘雅三医院国家药物临床试验机构—Ⅰ期 临床研究室,长沙市 | 长沙市,湖南省 | 湖南省,程泽能 | 程泽能
1459,CTR20140635,进行中,头孢克肟颗粒,对链球菌属（肠球菌除外）、肺炎球菌、链球菌、卡塔布兰汉球菌、大肠杆菌、克雷伯杆菌属、沙雷菌属、变形杆菌属、流感杆菌中头孢克肟敏感菌引起的以下感染有效。 支气管炎、支气管扩张症（感染时），慢性呼吸系统感染疾病的继发感染，肺炎；肾盂肾炎、膀胱炎、淋球菌性尿道炎；胆囊炎、胆管炎；猩红热；中耳炎、副鼻窦炎。,头孢克肟颗粒人体生物等效性试验,海南美大制药有限公司,长春中医药大学附属医院国家药物临床试验机构 | 安徽万邦医药科技有限公司,长春市 | 合肥市,吉林省 | 安徽省,杨海淼 | 陶春蕾
1458,CTR20140646,已完成,尼古丁咀嚼胶,缓解戒烟时出现的尼古丁戒断引起的不适症状,尼古丁咀嚼胶相比力克雷咀嚼胶人体吸收和利用的评估。,NovartisConsumerHealthSchweizAG | FertinPharmaA | S | 北京诺华制药有限公司,中国医学科学院北京协和医院,北京,北京,胡蓓
1460,CTR20140633,已完成,非洛地平缓释片,高血压、稳定性心绞痛,非洛地平缓释片人体生物等效性试验,常州四药制药有限公司,首都医科大学附属北京朝阳医院,北京市,北京市,刘丽宏
1461,CTR20140630,进行中,盐酸度洛西汀肠溶胶囊,用于治疗抑郁症,盐酸度洛西汀肠溶胶囊人体生物等效性试验,上海上药中西制药有限公司,上海市徐汇区中心医院药物临床试验机构,上海,上海,余琛
1462,CTR20140623,已完成,替米沙坦片,用于治疗成年人原发性高血压和降低心血管风险,替米沙坦片人体生物等效性试验,浙江华海药业股份有限公司,苏州大学附属第二医院,苏州市,江苏省,张全英
1463,CTR20140621,进行中,阿托伐他汀钙分散片,用于治疗高胆固醇血症和混合型高脂血症；冠心病和脑中风的防治。,阿托伐他汀钙分散片人体生物等效性试验,金陵药业股份有限公司南京金陵制药厂,辽宁中医药大学附属第二医院药物临床试验机构 | 安徽万邦医药科技有限公司,沈阳市 | 合肥市,辽宁省 | 安徽省,姜春梅 | 陶春蕾
1464,CTR20140620,进行中,阿托伐他汀钙分散片,用于治疗高胆固醇血症和混合型高脂血症；冠心病和脑中风的防治。,阿托伐他汀钙分散片人体生物等效性预试验,金陵药业股份有限公司南京金陵制药厂,辽宁中医药大学附属第二医院国家药物临床试验机构 | 安徽万邦医药科技有限公司,沈阳 | 合肥,辽宁 | 安徽,姜春梅 | 陶春蕾
1465,CTR20140611,已完成,阿托伐他汀钙片,高胆固醇血症、冠心病,阿托伐他汀钙片的人体生物等效性研究,广州南新制药有限公司,中南大学湘雅三医院I期临床研究室,长沙市,湖南省,阳国平
1466,CTR20140603,已完成,富马酸替诺福韦二吡呋酯片,艾滋病和慢性乙肝,富马酸替诺福韦二吡呋酯片的人体生物等效性研究,齐鲁制药有限公司,中南大学湘雅三医院Ⅰ期临床研究室,长沙,湖南,阳国平
1467,CTR20140578,已完成,盐酸去甲文拉法辛缓释片,重症抑郁性障碍,盐酸去甲文拉法辛缓释片人体生物等效性试验,江苏豪森药业集团有限公司 | 江苏豪森医药研究院有限公司,兰州大学第一医院 | 上海药物代谢研究中心,兰州 | 上海,甘肃 | 上海,王婷 | 钟大放
1468,CTR20140576,已完成,草酸艾司西酞普兰片,治疗抑郁症。治疗伴有或不伴有广场恐怖症的惊恐障碍。,草酸艾司西酞普兰片人体生物等效性试验,浙江华海药业股份有限公司 | ZhejiangHuahaiPharmaceuticalCo.,Ltd浙江华海药业股份有限公司/ZhejiangHuahaiPharmaceuticalCo.,Ltd,广州市精神病医院,广州市,广东省,温预关
1469,CTR20140575,已完成,左乙拉西坦片,本品用于成人及4岁以上儿童癫痫患者部分性发作的加用治疗。,左乙拉西坦片人体生物等效性试验,浙江华海药业股份有限公司,苏州大学附属第二医院,苏州市,江苏省,张全英
1470,CTR20140565,已完成,富马酸替诺福韦二吡呋酯胶囊,慢性乙型肝炎和HIV-1感染。,富马酸替诺福韦二吡呋酯胶囊人体生物等效性试验,成都倍特药业有限公司,中国人民解放军第四军医大学第一附属医院药物临床试验机构 | 四川大学华西药学院临床药学研究中心,西安 | 成都,陕西 | 四川,文爱东 | 蒋学华
1471,CTR20140552,已完成,头孢泊肟酯片,呼吸道感染 泌尿生殖系统感染 皮肤及软组织感染 中耳炎 副鼻窦炎 乳腺炎,头孢泊肟酯片人体生物等效性试验,四川赛卓药业股份有限公司,长春中医药大学附属医院国家药物临床试验机构 | 安徽万邦医药科技有限公司,长春 | 合肥,吉林 | 安徽,杨海淼 | 陶春蕾
1472,CTR20140548,已完成,依折麦布片,原发性高胆固醇血症、纯合子家族性高胆固醇血症、纯合子谷甾醇血症,依折麦布片人体生物等效性研究,江苏豪森药业集团有限公司,中南大学湘雅三医院 | 上海中医药大学附属曙光医院,长沙 | 上海,湖南 | 上海,阳国平 | 裘福荣
